Name,lon,lat
aoi_15,2.1404169,41.4128774
aoi_15,2.1387003,41.4141326
aoi_15,2.1384214,41.4139717
aoi_15,2.1382497,41.4141808
aoi_15,2.1377133,41.4139234
aoi_15,2.1372412,41.4138107
aoi_15,2.1372841,41.4134084
aoi_15,2.1370481,41.4132797
aoi_15,2.1373485,41.4128291
aoi_15,2.1377347,41.4122176
aoi_15,2.1372841,41.4120888
aoi_15,2.1374987,41.4114129
aoi_15,2.1377776,41.4114451
aoi_15,2.1375845,41.4110267
aoi_15,2.1371339,41.4108175
aoi_15,2.1367906,41.4107692
aoi_15,2.1362756,41.4103991
aoi_15,2.1354817,41.4102543
aoi_15,2.1351169,41.4104474
aoi_15,2.1347092,41.4103186
aoi_15,2.1351813,41.409868
aoi_15,2.1340655,41.4090634
aoi_15,2.1344946,41.4087576
aoi_15,2.1344302,41.4086127
aoi_16,2.163226,41.4312091
aoi_16,2.1630329,41.4310965
aoi_16,2.1627111,41.4311769
aoi_16,2.1626038,41.4309678
aoi_16,2.1599645,41.43137
aoi_16,2.1604151,41.4305978
aoi_16,2.159471,41.4303243
aoi_16,2.1593208,41.4306621
aoi_16,2.1585268,41.4305656
aoi_16,2.1584839,41.4299542
aoi_16,2.1580762,41.4298899
aoi_16,2.1584624,41.4291337
aoi_16,2.1587414,41.4291177
aoi_16,2.1587414,41.4289729
aoi_16,2.1580118,41.4289729
aoi_16,2.1576685,41.4292464
aoi_16,2.157175,41.4290533
aoi_16,2.1568317,41.4289568
aoi_16,2.1565956,41.4287798
aoi_16,2.1570677,41.4279271
aoi_16,2.1568317,41.4278788
aoi_16,2.1567029,41.4280719
aoi_16,2.1557159,41.4276858
aoi_16,2.1551794,41.4273962
aoi_16,2.1552438,41.4272514
aoi_16,2.1542782,41.4266239
aoi_16,2.1536774,41.4261412
aoi_16,2.1533555,41.4258999
aoi_16,2.1545357,41.4248219
aoi_16,2.1536559,41.4244679
aoi_16,2.1539992,41.4240657
aoi_16,2.1535701,41.4237761
aoi_16,2.1544928,41.4228107
aoi_16,2.1547717,41.4222958
aoi_16,2.1551365,41.421974
aoi_16,2.1559734,41.4223923
aoi_16,2.1551794,41.4233738
aoi_16,2.1555657,41.423583
aoi_16,2.1557802,41.423229
aoi_16,2.1565098,41.4236795
aoi_16,2.1562952,41.4239692
aoi_16,2.1571964,41.4242909
aoi_16,2.1567458,41.4250472
aoi_16,2.1560163,41.4248058
aoi_16,2.1558231,41.4250632
aoi_16,2.1564883,41.4252885
aoi_16,2.1567244,41.4254494
aoi_16,2.1564454,41.4257068
aoi_16,2.1562308,41.4258194
aoi_16,2.1568317,41.4260769
aoi_16,2.1562523,41.4266078
aoi_16,2.1553082,41.4262056
aoi_16,2.1563381,41.4268652
aoi_16,2.1566385,41.426817
aoi_16,2.1571106,41.4270583
aoi_16,2.1576041,41.4270583
aoi_16,2.1581191,41.4271709
aoi_16,2.1583337,41.427364
aoi_16,2.1588487,41.4275088
aoi_16,2.1597714,41.4277662
aoi_16,2.1603722,41.4281363
aoi_16,2.160973,41.4284098
aoi_16,2.1622175,41.4286833
aoi_16,2.1624107,41.4285224
aoi_16,2.1619171,41.4282971
aoi_16,2.1623248,41.4280236
aoi_16,2.1629042,41.4275731
aoi_16,2.1633977,41.4272031
aoi_16,2.1638269,41.4275731
aoi_16,2.1649427,41.4273962
aoi_16,2.1658224,41.4273801
aoi_16,2.1659512,41.4277019
aoi_16,2.165522,41.4282328
aoi_16,2.1647925,41.4282811
aoi_16,2.164492,41.4282328
aoi_16,2.164256,41.4284098
aoi_16,2.1639341,41.4283776
aoi_16,2.1638483,41.4287315
aoi_16,2.1637196,41.4289729
aoi_16,2.1632904,41.4291659
aoi_16,2.1628827,41.4295681
aoi_16,2.1630329,41.4297451
aoi_16,2.1636981,41.4292303
aoi_16,2.1645135,41.4296486
aoi_16,2.1643204,41.4300025
aoi_16,2.1647925,41.4302438
aoi_16,2.1644491,41.4307104
aoi_16,2.1639985,41.4310161
aoi_16,2.1636552,41.4311769
aoi_16,2.163226,41.4312091
aoi_17,2.1716396,41.4386118
aoi_17,2.1714894,41.437534
aoi_17,2.1721117,41.437534
aoi_17,2.1720044,41.4370193
aoi_17,2.1722405,41.4369227
aoi_17,2.1721117,41.4363115
aoi_17,2.1715967,41.4363597
aoi_17,2.1716182,41.436038
aoi_17,2.1719615,41.4359736
aoi_17,2.171704,41.4356841
aoi_17,2.1725838,41.4354267
aoi_17,2.1736781,41.4364562
aoi_17,2.1741502,41.4370193
aoi_17,2.1753304,41.4365688
aoi_17,2.1767036,41.4381292
aoi_17,2.1771757,41.4385475
aoi_17,2.1768968,41.439014
aoi_17,2.1771328,41.4393196
aoi_17,2.1776049,41.4391105
aoi_17,2.1785705,41.4402526
aoi_17,2.1774118,41.4408156
aoi_17,2.1779697,41.4415233
aoi_17,2.1775834,41.4417163
aoi_17,2.1767466,41.4421667
aoi_17,2.1765534,41.4421346
aoi_17,2.1761887,41.4424402
aoi_17,2.1745579,41.4412016
aoi_17,2.1738927,41.4410408
aoi_17,2.1732919,41.4406708
aoi_17,2.1750943,41.4390783
aoi_17,2.1744291,41.438467
aoi_17,2.1733563,41.4377914
aoi_17,2.172734,41.4377432
aoi_17,2.1728842,41.4383705
aoi_17,2.1723477,41.4383866
aoi_17,2.1723907,41.4386601
aoi_17,2.1716396,41.4386118
aoi_18,2.1733133,41.4359254
aoi_18,2.1730773,41.4356841
aoi_18,2.1733563,41.4355393
aoi_18,2.1736781,41.4357484
aoi_18,2.1733133,41.4359254
aoi_19,2.1792733,41.4458019
aoi_19,2.1786725,41.4449816
aoi_19,2.1781146,41.4450781
aoi_19,2.1777498,41.4446921
aoi_19,2.177385,41.4448529
aoi_19,2.177149,41.4445795
aoi_19,2.1765053,41.4440648
aoi_19,2.1779,41.4434696
aoi_19,2.1775567,41.4431318
aoi_19,2.1773207,41.442601
aoi_19,2.1778142,41.4419576
aoi_19,2.1781575,41.4419415
aoi_19,2.1784794,41.4426654
aoi_19,2.1791875,41.4423919
aoi_19,2.1791231,41.4419255
aoi_19,2.1794664,41.4417807
aoi_19,2.1800672,41.4423758
aoi_19,2.1810757,41.4420541
aoi_19,2.1794664,41.4408799
aoi_19,2.1799814,41.4405582
aoi_19,2.1802818,41.4407512
aoi_19,2.1812474,41.4400917
aoi_19,2.1815049,41.4403973
aoi_19,2.1818911,41.4401882
aoi_19,2.1825563,41.440896
aoi_19,2.1830928,41.4405582
aoi_19,2.1837365,41.4410408
aoi_19,2.1830284,41.4416198
aoi_19,2.1835648,41.4421346
aoi_19,2.1833288,41.4423598
aoi_19,2.1835005,41.4427619
aoi_19,2.1827065,41.4430192
aoi_19,2.1832001,41.4436466
aoi_19,2.183479,41.4439522
aoi_19,2.1827065,41.4442578
aoi_19,2.1831357,41.4445955
aoi_19,2.1818482,41.4451585
aoi_19,2.181226,41.4446277
aoi_19,2.1796166,41.4455284
aoi_19,2.179681,41.4458019
aoi_19,2.1792733,41.4458019
aoi_20,2.1883694,41.4387894
aoi_20,2.1883265,41.438146
aoi_20,2.1883694,41.4376312
aoi_20,2.1893565,41.436843
aoi_20,2.1893136,41.4364247
aoi_20,2.1884338,41.4365534
aoi_20,2.188069,41.4357973
aoi_20,2.1877472,41.4358134
aoi_20,2.1875755,41.4348482
aoi_20,2.187597,41.4342691
aoi_20,2.187554,41.4340599
aoi_20,2.1886698,41.433706
aoi_20,2.188863,41.4334486
aoi_20,2.188863,41.4330464
aoi_20,2.1881334,41.4331912
aoi_20,2.188348,41.4307137
aoi_20,2.1889488,41.4307137
aoi_20,2.188863,41.4304885
aoi_20,2.1842281,41.4305689
aoi_20,2.1843354,41.4298128
aoi_20,2.185301,41.429668
aoi_20,2.1864812,41.4295554
aoi_20,2.1865026,41.4297484
aoi_20,2.1874897,41.429668
aoi_20,2.1876613,41.4292819
aoi_20,2.188348,41.4294428
aoi_20,2.1881978,41.4297002
aoi_20,2.1905796,41.4296519
aoi_20,2.1899144,41.4310677
aoi_20,2.1901504,41.4310677
aoi_20,2.1899788,41.4318399
aoi_20,2.1899144,41.4335934
aoi_20,2.1901504,41.4335612
aoi_20,2.1902792,41.4337382
aoi_20,2.1917383,41.4335773
aoi_20,2.1917812,41.4338347
aoi_20,2.1904723,41.4339312
aoi_20,2.1903864,41.4342208
aoi_20,2.1900646,41.4343013
aoi_20,2.190086,41.4346069
aoi_20,2.1902792,41.4346713
aoi_20,2.1902148,41.4349286
aoi_20,2.1904294,41.4349286
aoi_20,2.1904294,41.4352504
aoi_20,2.1907298,41.4353469
aoi_20,2.1909658,41.4352504
aoi_20,2.1911589,41.4354756
aoi_20,2.1917597,41.4352986
aoi_20,2.1915237,41.4356526
aoi_20,2.1921245,41.4357652
aoi_20,2.1916954,41.4366821
aoi_20,2.1923606,41.4367947
aoi_20,2.1923391,41.4373417
aoi_20,2.1927253,41.4373417
aoi_20,2.1926824,41.4377438
aoi_20,2.1933476,41.4377277
aoi_20,2.1933261,41.4386446
aoi_20,2.1921674,41.4385803
aoi_20,2.1912018,41.4384999
aoi_20,2.1908371,41.4386607
aoi_20,2.1899573,41.4387251
aoi_20,2.1883694,41.4387894
aoi_21,2.1727541,41.4332067
aoi_21,2.1733764,41.431984
aoi_21,2.1730116,41.4317266
aoi_21,2.1726682,41.431437
aoi_21,2.172561,41.4309705
aoi_21,2.1724108,41.4307453
aoi_21,2.1721533,41.4309866
aoi_21,2.1720674,41.4307131
aoi_21,2.1698787,41.4308096
aoi_21,2.1698573,41.4304396
aoi_21,2.1704581,41.4303109
aoi_21,2.1703508,41.4300052
aoi_21,2.1707156,41.4298282
aoi_21,2.1708229,41.429426
aoi_21,2.1718099,41.4297478
aoi_21,2.1719816,41.4294904
aoi_21,2.1727541,41.4297478
aoi_21,2.1742561,41.4297478
aoi_21,2.1746424,41.4296834
aoi_21,2.1745994,41.429233
aoi_21,2.1756723,41.428155
aoi_21,2.1764233,41.4282998
aoi_21,2.1771314,41.4278815
aoi_21,2.1773031,41.4281872
aoi_21,2.1776893,41.4281068
aoi_21,2.1778181,41.4297961
aoi_21,2.1784189,41.4298282
aoi_21,2.1785047,41.4294582
aoi_21,2.179406,41.4294421
aoi_21,2.1794489,41.4297639
aoi_21,2.1801999,41.4298765
aoi_21,2.1801355,41.4289595
aoi_21,2.1810797,41.4288951
aoi_21,2.1811655,41.4291525
aoi_21,2.1815732,41.4290882
aoi_21,2.1820238,41.4290399
aoi_21,2.1820023,41.4286538
aoi_21,2.1821525,41.428332
aoi_21,2.1824744,41.4282516
aoi_21,2.1830323,41.4282677
aoi_21,2.1830108,41.4297961
aoi_21,2.1838906,41.4298122
aoi_21,2.1837833,41.43052
aoi_21,2.1824959,41.4304879
aoi_21,2.180908,41.4320323
aoi_21,2.1810797,41.4325149
aoi_21,2.1807149,41.4328688
aoi_21,2.1803286,41.4326275
aoi_21,2.1798351,41.4325793
aoi_21,2.1797493,41.4322093
aoi_21,2.1800926,41.4322253
aoi_21,2.180393,41.4317749
aoi_21,2.1782902,41.4318875
aoi_21,2.1782472,41.4323219
aoi_21,2.1770027,41.4323058
aoi_21,2.1767881,41.4320645
aoi_21,2.1769812,41.4318071
aoi_21,2.176359,41.4318714
aoi_21,2.1764448,41.4312118
aoi_21,2.1768096,41.4310992
aoi_21,2.1767452,41.4307453
aoi_21,2.1751788,41.4307614
aoi_21,2.17505,41.4310509
aoi_21,2.175329,41.431244
aoi_21,2.1747496,41.4318232
aoi_21,2.1745136,41.4316945
aoi_21,2.173784,41.4331584
aoi_21,2.1733334,41.4330941
aoi_21,2.1732261,41.4333515
aoi_21,2.1727541,41.4332067
aoi_22,2.1677137,41.430393
aoi_22,2.1676923,41.4300551
aoi_22,2.1679068,41.4299425
aoi_22,2.1681858,41.4300551
aoi_22,2.1682287,41.4303447
aoi_22,2.1677137,41.430393
aoi_23,2.1773658,41.4247285
aoi_23,2.1773444,41.4243262
aoi_23,2.1778808,41.4243584
aoi_23,2.1778594,41.4247446
aoi_23,2.1773658,41.4247285
aoi_24,2.1775375,41.4238154
aoi_24,2.17728,41.4228983
aoi_24,2.1776877,41.4227052
aoi_24,2.1778164,41.4228983
aoi_24,2.1784173,41.422319
aoi_24,2.1781598,41.4219811
aoi_24,2.1788035,41.4221259
aoi_24,2.1789966,41.421418
aoi_24,2.1791468,41.4211766
aoi_24,2.1795974,41.4214662
aoi_24,2.1800051,41.4217398
aoi_24,2.1797047,41.4222868
aoi_24,2.1805416,41.4221099
aoi_24,2.1807776,41.4224638
aoi_24,2.181593,41.4224156
aoi_24,2.1817647,41.4230109
aoi_24,2.1823226,41.4227535
aoi_24,2.1830092,41.4238315
aoi_24,2.1826659,41.424282
aoi_24,2.1820651,41.4242337
aoi_24,2.1823011,41.4244429
aoi_24,2.1820007,41.424636
aoi_24,2.1810351,41.4241694
aoi_24,2.1809707,41.4238958
aoi_24,2.1800695,41.4239119
aoi_24,2.1800051,41.423558
aoi_24,2.179061,41.4236706
aoi_24,2.1775375,41.4238154
aoi_25,2.1785038,41.417955
aoi_25,2.1782677,41.4176815
aoi_25,2.1786325,41.4175045
aoi_25,2.1789115,41.4178102
aoi_25,2.1785038,41.417955
aoi_26,2.1792764,41.4164464
aoi_26,2.1789975,41.4159958
aoi_26,2.1786541,41.4157383
aoi_26,2.1791477,41.4153039
aoi_26,2.1787614,41.415159
aoi_26,2.1787614,41.4149016
aoi_26,2.1785039,41.4147085
aoi_26,2.1793193,41.4142096
aoi_26,2.1802205,41.4149498
aoi_26,2.1804351,41.414274
aoi_26,2.1801347,41.4140648
aoi_26,2.1806926,41.4133245
aoi_26,2.1804566,41.4130992
aoi_26,2.1806282,41.4126969
aoi_26,2.1808857,41.4127452
aoi_26,2.1813149,41.4125843
aoi_26,2.1815938,41.4126647
aoi_26,2.1823663,41.4143223
aoi_26,2.1819801,41.4146119
aoi_26,2.1819372,41.4148533
aoi_26,2.182774,41.4154809
aoi_26,2.1815509,41.4164786
aoi_26,2.1811861,41.4167682
aoi_26,2.1803922,41.4163659
aoi_26,2.1803922,41.4160763
aoi_26,2.1792764,41.4164464
aoi_27,2.181744,41.4114256
aoi_27,2.1814222,41.4111842
aoi_27,2.1817655,41.4109106
aoi_27,2.1821303,41.4111359
aoi_27,2.181744,41.4114256
aoi_28,2.1731351,41.4107034
aoi_28,2.1733926,41.4104781
aoi_28,2.1738002,41.4107839
aoi_28,2.1735213,41.4110252
aoi_28,2.1731351,41.4107034
aoi_29,2.1732423,41.4091544
aoi_29,2.1721909,41.4085268
aoi_29,2.1722982,41.4083015
aoi_29,2.1715901,41.4078347
aoi_29,2.1717618,41.4074163
aoi_29,2.1724484,41.4067726
aoi_29,2.172148,41.4068047
aoi_29,2.1717189,41.4065633
aoi_29,2.1722553,41.4061771
aoi_29,2.1727059,41.4058713
aoi_29,2.1733067,41.4063702
aoi_29,2.1739505,41.4057264
aoi_29,2.1738861,41.4052597
aoi_29,2.1742509,41.4055494
aoi_29,2.1750233,41.4050505
aoi_29,2.174444,41.4046964
aoi_29,2.1747229,41.4045998
aoi_29,2.17571,41.4052758
aoi_29,2.1767185,41.4044872
aoi_29,2.1756241,41.4036985
aoi_29,2.1753023,41.4038756
aoi_29,2.1740363,41.4029743
aoi_29,2.1732209,41.4023305
aoi_29,2.1721051,41.4031996
aoi_29,2.1712468,41.4027007
aoi_29,2.1706031,41.4030708
aoi_29,2.1702168,41.4027972
aoi_29,2.1690796,41.4038595
aoi_29,2.1683071,41.403264
